2016	12240	929	Adams St.	-	TEAM	-	-	-	-	2	""	 	""	0	 	""	 	 	 	 	""	 	""	0.00
2016	12240	929	Adams St.	-	Totals	-	-	-	-	3	315	5,372	771	1,086	223	0.00	21	36	9	16	5.33	166	55.33	362.00
2016	12240	929	Adams St.	-	Opponent Totals	-	-	-	-	3	858	5,428	651	1,509	227	6.65	45	22	4	28	9.33	348	116.00	503.00
2016	12240	13	Albany St. (GA)	-	TEAM	-	-	-	-	2	0	 	""	0	2	0.00	 	 	 	 	""	 	""	0.00
2016	12240	13	Albany St. (GA)	-	Totals	-	-	-	-	3	432	6,053	497	929	225	0.00	28	25	8	27	9.00	352	117.33	309.67
2016	12240	13	Albany St. (GA)	-	Opponent Totals	-	-	-	-	3	356	4,747	402	758	172	4.41	17	16	10	36	12.00	257	85.67	252.67
2016	12240	934	Alderson Broaddus	-	TEAM	-	-	-	-	3	-36	 	""	-36	5	0.00	 	 	 	 	""	 	""	0.00
2016	12240	934	Alderson Broaddus	-	Totals	-	-	-	-	3	655	5,989	458	1,113	237	0.00	37	20	2	16	5.33	149	49.67	371.00
2016	12240	934	Alderson Broaddus	-	Opponent Totals	-	-	-	-	3	146	4,811	232	378	174	2.17	13	8	5	14	4.67	194	64.67	126.00
2016	12240	22	American Int'l	-	TEAM	-	-	-	-	2	""	 	""	0	 	""	 	 	 	 	""	 	""	0.00
2016	12240	22	American Int'l	-	Totals	-	-	-	-	3	350	5,494	519	869	174	0.00	20	17	6	22	7.33	219	73.00	289.67
2016	12240	22	American Int'l	-	Opponent Totals	-	-	-	-	3	421	5,306	451	872	183	4.77	15	26	6	18	6.00	149	49.67	290.67
2016	12240	25	Angelo St.	-	Totals	-	-	-	-	3	749	5,286	991	1,740	249	0.00	32	46	9	31	10.33	278	92.67	580.00
2016	12240	25	Angelo St.	-	Opponent Totals	-	-	-	-	3	347	5,814	659	1,006	228	4.41	18	33	8	27	9.00	211	70.33	335.33
2016	12240	8411	Ark.-Monticello	-	TEAM	-	-	-	-	3	-16	 	""	-16	4	0.00	 	 	 	 	""	 	""	0.00
2016	12240	8411	Ark.-Monticello	-	Totals	-	-	-	-	3	233	5,113	834	1,067	213	0.00	15	32	6	28	9.33	266	88.67	355.67
2016	12240	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	3	465	5,687	786	1,251	238	5.26	28	36	7	28	9.33	242	80.67	417.00
2016	12240	947	Arkansas Tech	-	TEAM	-	-	-	-	3	-9	 	""	-9	4	0.00	 	 	 	 	""	 	""	0.00
2016	12240	947	Arkansas Tech	-	Totals	-	-	-	-	3	917	5,959	505	1,422	260	0.00	54	23	4	26	8.67	216	72.00	474.00
2016	12240	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	3	188	4,841	457	645	178	3.62	8	19	8	24	8.00	217	72.33	215.00
2016	12240	35	Ashland	-	TEAM	-	-	-	-	2	""	 	""	0	 	""	 	 	 	 	""	 	""	0.00
2016	12240	35	Ashland	-	Totals	-	-	-	-	3	659	5,101	856	1,515	205	0.00	25	32	9	16	5.33	156	52.00	505.00
2016	12240	35	Ashland	-	Opponent Totals	-	-	-	-	3	442	5,699	613	1,055	230	4.59	24	31	7	15	5.00	136	45.33	351.67
2016	12240	36	Assumption	-	TEAM	-	-	-	-	2	-5	 	""	-5	2	0.00	 	 	 	 	""	 	""	0.00
2016	12240	36	Assumption	-	Totals	-	-	-	-	3	645	5,543	823	1,468	228	0.00	31	34	7	20	6.67	176	58.67	489.33
2016	12240	36	Assumption	-	Opponent Totals	-	-	-	-	3	540	5,257	985	1,525	235	6.49	27	47	3	26	8.67	208	69.33	508.33
2016	12240	41	Augustana (SD)	-	TEAM	-	-	-	-	3	-9	 	""	-9	5	0.00	 	 	 	 	""	 	""	0.00
2016	12240	41	Augustana (SD)	-	Totals	-	-	-	-	3	482	5,364	751	1,233	190	0.00	29	28	3	23	7.67	200	66.67	411.00
2016	12240	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	3	263	5,436	990	1,253	225	5.57	16	48	8	17	5.67	128	42.67	417.67
2016	12240	30146	Azusa Pacific	-	TEAM	-	-	-	-	2	-8	 	""	-8	5	0.00	 	 	 	 	""	 	""	0.00
2016	12240	30146	Azusa Pacific	-	Totals	-	-	-	-	3	404	5,535	833	1,237	209	0.00	23	35	13	22	7.33	200	66.67	412.33
2016	12240	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	3	612	5,265	599	1,211	211	5.74	31	28	8	29	9.67	252	84.00	403.67
2016	12240	54	Bemidji St.	-	TEAM	-	-	-	-	3	-21	 	""	-21	2	0.00	 	 	 	 	""	 	""	0.00
2016	12240	54	Bemidji St.	-	Totals	-	-	-	-	3	348	5,512	686	1,034	240	0.00	17	35	10	19	6.33	162	54.00	344.67
2016	12240	54	Bemidji St.	-	Opponent Totals	-	-	-	-	3	498	5,288	763	1,261	225	5.60	29	35	4	25	8.33	241	80.33	420.33
